Species	TotalProteins	polyQ10_count	polyQ10_freq
Rhodotorula_mucilaginosa_DBVPG_3383	7265	38	0.0052
Rhodotorula_mucilaginosa_F6_6S_P_1C	7235	41	0.0057
Rhodotorula_mucilaginosa_IIF8SW-B2	7311	40	0.0055
Rhodotorula_mucilaginosa_TFCN_25-334Y-6	5511	21	0.0038
Rhodotorula_mucilaginosa_IIF1SW-F1	7260	41	0.0056
Rhodotorula_taiwanensis_MD1149	7074	28	0.0040
Rhodotorula_mucilaginosa_TFCN_209-6-1	6851	42	0.0061
Rhodotorula_mucilaginosa_DBVPG_3443	7517	38	0.0051
Rhodotorula_mucilaginosa_SB-353	7465	41	0.0055
Rhodotorula_mucilaginosa_TFCN_25-333C-2	7270	41	0.0056
Rhodotorula_mucilaginosa_TFCN_1A-14	5875	22	0.0037
Rhodotorula_paludigena_CM33	7576	38	0.0050
Rhodotorula_mucilaginosa_F6_4S_B_2A	7230	42	0.0058
Rhodotorula_mucilaginosa_DBVPG_3856	14988	76	0.0051
Rhodotorula_glutinis_DBVPG_3772	1819	1	0.0005
Rhodotorula_mucilaginosa_DBVPG_3775	7470	38	0.0051
Rhodotorula_mucilaginosa_IF1SW-F2	7516	40	0.0053
Rhodotorula_mucilaginosa_TFCN_137D-4	6784	40	0.0059
Rhodotorula_mucilaginosa_DBVPG_3237	7407	41	0.0055
Rhodotorula_mucilaginosa_F6_8S_P_6B	6406	32	0.0050
Rhodotorula_mucilaginosa_IF7SG-B1	7308	40	0.0055
Rhodotorula_graminis_TFCN_17-328C-3	7451	37	0.0050
Rhodotorula_mucilaginosa_IIF8SW-F1	7261	42	0.0058
Rhodotorula_alborubescens_TFCN_17-0-2E390-2	13197	83	0.0063
Rhodotorula_mucilaginosa_F6_6S_P_2B	7239	41	0.0057
Rhodotorula_sphaerocarpa_TFCN_86A-8	6313	35	0.0055
Rhodotorula_sphaerocarpa_TFCN_86C-10	6289	33	0.0052
Rhodotorula_sp._CC01	6804	46	0.0068
Rhodotorula_mucilaginosa_TFCN_22C-4	13751	83	0.0060
Rhodotorula_mucilaginosa_F6_8S_B_1B	6321	27	0.0043
Rhodotorula_mucilaginosa_TFCN_4M-1-5	7268	41	0.0056
Rhodotorula_paludigenum_TFCN_43A-0-22	7486	28	0.0037
Rhodotorula_mucilaginosa_TFCN_2M-1-4	6670	41	0.0061
Rhodotorula_toruloides_NP11	7577	8	0.0011
Rhodotorula_toruloides_TFCN_152C-3	7897	5	0.0006
Rhodotorula_mucilaginosa_F6_1S_P_1C	7273	42	0.0058
Rhodotorula_mucilaginosa_IIF2XSW-F1	7358	41	0.0056
Rhodotorula_mucilaginosa_TFCN_4M-1-3	7297	41	0.0056
Rhodotorula_mucilaginosa_DBVPG_3090	7458	39	0.0052
Rhodotorula_paludigenum_TFCN_48D-4	7399	28	0.0038
Rhodotorula_mucilaginosa_IIF6SW-B1	6920	41	0.0059
Rhodotorula_graminis_TFCN_25-333P-5	7430	28	0.0038
Rhodotorula_mucilaginosa_TFCN_140A-3	6578	43	0.0065
Rhodotorula_mucilaginosa_TFCN_17-334Y-3	7243	42	0.0058
Rhodotorula_mucilaginosa_Y-2510	7450	42	0.0056
Rhodotorula_mucilaginosa_IF8SW-B2	7373	42	0.0057
Rhodotorula_mucilaginosa_TFCN_98A-10	7266	42	0.0058
Rhodotorula_mucilaginosa_TFCN_98C-7	6603	43	0.0065
Rhodotorula_mucilaginosa_IIF4SW-F1	7203	43	0.0060
Rhodotorula_sp._DBVPG_7947	11968	36	0.0030
Rhodotorula_dairenensis_NRRL_Y-2504	6301	40	0.0063
Rhodotorula_mucilaginosa_DBVPG_3983	7423	41	0.0055
Rhodotorula_mucilaginosa_F8_3S_2B	7264	42	0.0058
Rhodotorula_mucilaginosa_TFCN_17-332M-1	6065	22	0.0036
Rhodotorula_mucilaginosa_TFCN_17-0-2E334-4	14547	82	0.0056
Rhodotorula_mucilaginosa_TFCN_141C-2	6567	42	0.0064
Rhodotorula_mucilaginosa_TFCN_17-337P-5	14581	82	0.0056
Rhodotorula_sp._FNED7-22	7031	4	0.0006
Rhodotorula_mucilaginosa_DBVPG_3774	7266	40	0.0055
Rhodotorula_mucilaginosa_TFCN_17-332P-2	6481	40	0.0062
Rhodotorula_mucilaginosa_TFCN_25-0-2E332-1	7662	36	0.0047
Rhodotorula_taiwanensis_TFCN_363-1-2	6876	41	0.0060
Rhodotorula_mucilaginosa_TFCN_89D-3	6926	40	0.0058
Rhodotorula_glutinis_TFCN_17-338D-3	7209	41	0.0057
Rhodotorula_pacifica_TFCN_1A-1-3	6721	40	0.0060
Rhodotorula_toruloides_TFCN_152A-1	13382	79	0.0059
Rhodotorula_mucilaginosa_DBVPG_3235	7327	40	0.0055
Rhodotorula_mucilaginosa_F6_8S_P_6A	6273	35	0.0056
Rhodotorula_graminis_TFCN_25-335C-1	7561	49	0.0065
Rhodotorula_mucilaginosa_TFCN_25-332D-1	7161	41	0.0057
Rhodotorula_mucilaginosa_F6_7S_P_6B	7445	40	0.0054
Rhodotorula_mucilaginosa_F6_4S_P_3C	7258	41	0.0056
Rhodotorula_sphaerocarpa_TFCN_83C-1	6240	33	0.0053
Rhodotorula_alborubescens_TFCN_17-291Y-1	12906	81	0.0063
Rhodotorula_mucilaginosa_DBVPG_3778	7508	39	0.0052
Rhodotorula_paludigena_TFCN_43A-4	7388	31	0.0042
Rhodotorula_paludigena_DBVPG_4610	7579	44	0.0058
Rhodotorula_mucilaginosa_TFCN_25-333Y-9	7273	42	0.0058
Rhodotorula_mucilaginosa_DBVPG_4947	6816	42	0.0062
Rhodotorula_mucilaginosa_TFCN_25-327D-1	7220	42	0.0058
Rhodotorula_mucilaginosa_TFCN_17-334C-1	6833	38	0.0056
Rhodotorula_dairenensis_DBVPG_3768	6472	38	0.0059
Cystobasidium_sp._R3	13010	44	0.0034
Rhodotorula_mucilaginosa_TFCN_17-325D-4	6759	40	0.0059
Rhodotorula_mucilaginosa_JY1105	6677	43	0.0064
Rhodotorula_toruloides_TFCN_152A-6	7866	5	0.0006
Rhodotorula_mucilaginosa_TFCN_25-325Y-1	7263	41	0.0056
Rhodotorula_mucilaginosa_IIF2SW-F1	7010	41	0.0058
Rhodotorula_mucilaginosa_DBVPG_3855	14463	76	0.0053
Rhodotorula_mucilaginosa_F6_6S_P_1A	7257	41	0.0056
Cystobasidium_sp._DVPG_10075	7856	29	0.0037
Rhodotorula_sp._JG-1b	6676	38	0.0057
Rhodotorula_diobovata_TFCN_212C-2	6724	40	0.0059
Rhodotorula_sp._VS67	6821	39	0.0057
Rhodotorula_sphaerocarpa_TFCN_213-6-2	6838	40	0.0058
Rhodotorula_mucilaginosa_DBVPG_4202	7399	41	0.0055
Rhodotorula_mucilaginosa_TFCN_137C-3	6917	43	0.0062
Rhodotorula_mucilaginosa_TFCN_209-6-11	6896	42	0.0061
Rhodotorula_mucilaginosa_TFCN_17-334P-3	6790	41	0.0060
Rhodotorula_mucilaginosa_TFCN_25-331D-1	13652	82	0.0060
Rhodotorula_sphaerocarpa_TFCN_86A-6	6181	31	0.0050
Rhodotorula_mucilaginosa_TFCN_118C-2	7299	42	0.0058
Rhodotorula_graminis_TFCN_25-333Y-10	6801	46	0.0068
Rhodotorula_mucilaginosa_TFCN_25-337M-3	6828	40	0.0059
Rhodotorula_mucilaginosa_DBVPG_3238	7268	44	0.0061
Rhodotorula_mucilaginosa_F8_3S_3B	7266	41	0.0056
Rhodotorula_paludigena_TFCN_48A-15	7461	31	0.0042
Rhodotorula_paludigena_TFCN_1A-1-2	6715	42	0.0063
